MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1929628	Rsad2	radical S-adenosyl methionine domain containing 2	12		positive regulation of toll-like receptor 7 signaling pathway			IMP		J:169840 	
MGI:1929628	Rsad2	radical S-adenosyl methionine domain containing 2	12		positive regulation of toll-like receptor 9 signaling pathway			IMP		J:169840 	
MGI:1915835	Rtn4	reticulon 4	11		positive regulation of macrophage cytokine production			IMP		J:153670 	
MGI:1915835	Rtn4	reticulon 4	11		positive regulation of toll-like receptor 9 signaling pathway			IMP		J:269559 	
MGI:88244	S100a8	S100 calcium binding protein A8 (calgranulin A)	3		innate immune response			IEA	IPR028474 	J:72247 	
MGI:88244	S100a8	S100 calcium binding protein A8 (calgranulin A)	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1338947	S100a9	S100 calcium binding protein A9 (calgranulin B)	3		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P06702 	J:164563 	
MGI:1338947	S100a9	S100 calcium binding protein A9 (calgranulin B)	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1338947	S100a9	S100 calcium binding protein A9 (calgranulin B)	3		innate immune response			IEA	IPR028475 	J:72247 	
MGI:1913416	S100a14	S100 calcium binding protein A14	3		toll-like receptor 4 signaling pathway			ISO	Q9HCY8 	J:164563 	
MGI:1913656	Sac3d1	SAC3 domain containing 1	19		regulation of immune response	regulates a function/process that has the participant mast cell		IMP	MGI:3831538 	J:144601 	
MGI:1927468	Samhd1	SAM domain and HD domain, 1	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1927468	Samhd1	SAM domain and HD domain, 1	2		negative regulation of type I interferon-mediated signaling pathway			IMP		J:202757 	
MGI:1927468	Samhd1	SAM domain and HD domain, 1	2		negative regulation of type I interferon-mediated signaling pathway			ISO	Q9Y3Z3 	J:164563 	
MGI:1927468	Samhd1	SAM domain and HD domain, 1	2		regulation of innate immune response			IBA	PTN001348095 	J:265628 	
MGI:1927468	Samhd1	SAM domain and HD domain, 1	2		regulation of innate immune response			ISO	Q9Y3Z3 	J:164563 	
MGI:1914992	Samsn1	SAM domain, SH3 domain and nuclear localization signals, 1	16		negative regulation of adaptive immune response			IMP		J:158032 	
MGI:2136419	Sarm1	sterile alpha and HEAT/Armadillo motif containing 1	11		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2136419	Sarm1	sterile alpha and HEAT/Armadillo motif containing 1	11		negative regulation of MyD88-independent toll-like receptor signaling pathway			IEA	IPR039184 	J:72247 	
MGI:1921381	Sash3	SAM and SH3 domain containing 3	X		positive regulation of adaptive immune response			IBA	PTN000266475 	J:265628 	
MGI:1921381	Sash3	SAM and SH3 domain containing 3	X		positive regulation of adaptive immune response			IMP	MGI:3716944 	J:102171 	
MGI:1921381	Sash3	SAM and SH3 domain containing 3	X		positive regulation of T cell cytokine production	regulates a function/process caused by the action of T cell		IMP	MGI:3716944 	J:102171 	
MGI:2448490	Sbno2	strawberry notch 2	10		macrophage activation involved in immune response			IBA	PTN000976766 	J:265628 	
MGI:2448490	Sbno2	strawberry notch 2	10		macrophage activation involved in immune response			IMP		J:133009 	
MGI:2448490	Sbno2	strawberry notch 2	10		macrophage activation involved in immune response			ISO	Q9Y2G9 	J:164563 	
MGI:2684952	Sbspon	somatomedin B and thrombospondin, type 1 domain containing	1		immune response			IEA	IPR001212 IPR036024 	J:72247 	
MGI:2135958	Scap	SREBF chaperone	9		immune response			IMP	MGI:2148743 	J:181551 	
MGI:3610314	Scimp	SLP adaptor and CSK interacting membrane protein	11		cytokine production involved in immune response			IMP		J:235794 	
MGI:3610314	Scimp	SLP adaptor and CSK interacting membrane protein	11		positive regulation of dendritic cell cytokine production			IMP		J:235794 	
MGI:3610314	Scimp	SLP adaptor and CSK interacting membrane protein	11		toll-like receptor 3 signaling pathway			IMP		J:244275 	
MGI:3610314	Scimp	SLP adaptor and CSK interacting membrane protein	11		toll-like receptor 4 signaling pathway			IMP		J:244275 	
MGI:3610314	Scimp	SLP adaptor and CSK interacting membrane protein	11		toll-like receptor 7 signaling pathway			IMP		J:244275 	
MGI:3610314	Scimp	SLP adaptor and CSK interacting membrane protein	11		toll-like receptor TLR1:TLR2 signaling pathway			IMP		J:244275 	
MGI:1915252	Sdhaf4	succinate dehydrogenase complex assembly factor 4	1		innate immune response	has the participant macrophage		IMP		J:155125 	
MGI:1921386	Sec14l1	SEC14-like lipid binding 1	11		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1921386	Sec14l1	SEC14-like lipid binding 1	11		negative regulation of RIG-I signaling pathway			ISO	Q92503 	J:164563 	
MGI:2384805	Sectm1a	secreted and transmembrane 1A	11		immune response			IEA	IPR033231 	J:72247 	
MGI:1929083	Sectm1b	secreted and transmembrane 1B	11		immune response			IEA	IPR033231 	J:72247 	
MGI:95994	Selenos	selenoprotein S	7		negative regulation of acute inflammatory response to antigenic stimulus			ISO	Q9BQE4 	J:164563 	
MGI:107560	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	3		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:107560	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	3		T cell differentiation involved in immune response			IMP		J:97027 	
MGI:107560	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	3		T-helper 1 cell differentiation			IMP		J:97027 	
MGI:1306826	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	9		positive regulation of macrophage cytokine production			IBA	PTN002592905 	J:265628 	
MGI:1306826	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	9		positive regulation of macrophage cytokine production			IDA		J:121431 	
MGI:1349457	Serinc3	serine incorporator 3	2		innate immune response			ISO	Q13530 	J:164563 	
MGI:2444223	Serinc5	serine incorporator 5	13		innate immune response			ISO	Q86VE9 	J:164563 	
MGI:105046	Serpina3g	serine (or cysteine) peptidase inhibitor, clade A, member 3G	12		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1913472	Serpinb1a	serine (or cysteine) peptidase inhibitor, clade B, member 1a	13		regulation of innate immune response			IDA		J:125918 	
MGI:3573933	Serpinb3a	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A	1		protection from natural killer cell mediated cytotoxicity			ISO	P48594 	J:164563 	
MGI:106603	Serpinb9	serine (or cysteine) peptidase inhibitor, clade B, member 9	13		acute inflammatory response to antigenic stimulus			IMP	MGI:3687210 	J:152360 	
MGI:106603	Serpinb9	serine (or cysteine) peptidase inhibitor, clade B, member 9	13		immune response			ISO	P50453 	J:164563 	
MGI:106603	Serpinb9	serine (or cysteine) peptidase inhibitor, clade B, member 9	13		protection from natural killer cell mediated cytotoxicity			ISO	P50453 	J:164563 	
MGI:106603	Serpinb9	serine (or cysteine) peptidase inhibitor, clade B, member 9	13		T cell mediated cytotoxicity			IMP	MGI:3687210 	J:113349 	
MGI:894668	Serpinb9b	serine (or cysteine) peptidase inhibitor, clade B, member 9b	13		T cell mediated cytotoxicity			IDA		J:96611 	
MGI:894696	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	2		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:894696	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:894696	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	2		negative regulation of complement activation			IEA	IPR015553 	J:72247 	
MGI:894696	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	2		negative regulation of complement activation, lectin pathway			ISO	P05155 	J:164563 	
MGI:1918177	Setd2	SET domain containing 2	9		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1918177	Setd2	SET domain containing 2	9		response to type I interferon			ISO	Q9BYW2 	J:164563 	
MGI:1918764	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	4		activation of innate immune response			ISO	P23246 	J:164563 	
MGI:1918764	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:109515	Sftpd	surfactant associated protein D	14		induction of bacterial agglutination			ISO	P35247 	J:164563 	
MGI:109515	Sftpd	surfactant associated protein D	14		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1345171	Sh2b2	SH2B adaptor protein 2	5		antigen receptor-mediated signaling pathway			IBA	PTN002587101 	J:265628 	
MGI:1345171	Sh2b2	SH2B adaptor protein 2	5		antigen receptor-mediated signaling pathway	happens in B cell		IDA		J:62510 	
MGI:1345171	Sh2b2	SH2B adaptor protein 2	5		regulation of immune response			IMP	MGI:2680256 	J:88527 	
MGI:1328352	Sh2d1a	SH2 domain containing 1A	X		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1328352	Sh2d1a	SH2 domain containing 1A	X		humoral immune response			IMP	MGI:2388241 	J:89595 	
MGI:1328352	Sh2d1a	SH2 domain containing 1A	X		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1328352	Sh2d1a	SH2 domain containing 1A	X		positive regulation of natural killer cell mediated cytotoxicity	regulates a function/process that happens in natural killer cell		IGI	MGI:1349420 MGI:3622649 	J:151768 	
MGI:1328352	Sh2d1a	SH2 domain containing 1A	X		positive regulation of natural killer cell mediated cytotoxicity	regulates a function/process that happens in natural killer cell		IMP	MGI:3575311 	J:110195 	
MGI:1349420	Sh2d1b1	SH2 domain containing 1B1	1		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1349420	Sh2d1b1	SH2 domain containing 1B1	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1349420	Sh2d1b1	SH2 domain containing 1B1	1		leukocyte activation involved in immune response			IDA		J:190280 	
MGI:1349420	Sh2d1b1	SH2 domain containing 1B1	1		natural killer cell inhibitory signaling pathway	happens in natural killer cell		IMP	MGI:3641174 	J:110195 	
MGI:1349420	Sh2d1b1	SH2 domain containing 1B1	1		negative regulation of natural killer cell mediated cytotoxicity	regulates a function/process that happens in natural killer cell		IMP	MGI:3641174 	J:110195 	
MGI:1349420	Sh2d1b1	SH2 domain containing 1B1	1		positive regulation of innate immune response			IDA		J:190280 	
MGI:1349420	Sh2d1b1	SH2 domain containing 1B1	1		positive regulation of natural killer cell mediated cytotoxicity	regulates a function/process that happens in natural killer cell		IGI	MGI:1328352 MGI:3622649 	J:151768 	
MGI:1349420	Sh2d1b1	SH2 domain containing 1B1	1		positive regulation of natural killer cell mediated cytotoxicity			IGI	MGI:3622649 MGI:98923 	J:166054 	
MGI:1349420	Sh2d1b1	SH2 domain containing 1B1	1		positive regulation of natural killer cell mediated immunity			IMP		J:166054 	
MGI:3622649	Sh2d1b2	SH2 domain containing 1B2	1		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:3622649	Sh2d1b2	SH2 domain containing 1B2	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:3622649	Sh2d1b2	SH2 domain containing 1B2	1		negative regulation of natural killer cell mediated cytotoxicity	regulates a function/process that happens in natural killer cell		IMP	MGI:3641175 	J:110195 	
MGI:3622649	Sh2d1b2	SH2 domain containing 1B2	1		positive regulation of natural killer cell mediated cytotoxicity	regulates a function/process that happens in natural killer cell		IGI	MGI:1328352 MGI:1349420 	J:151768 	
MGI:3622649	Sh2d1b2	SH2 domain containing 1B2	1		positive regulation of natural killer cell mediated cytotoxicity			IGI	MGI:1349420 MGI:98923 	J:166054 	
MGI:98294	Shb	src homology 2 domain-containing transforming protein B	4		positive regulation of T-helper cell differentiation			IMP	MGI:3721903 	J:218575 	
MGI:98294	Shb	src homology 2 domain-containing transforming protein B	4		T cell receptor signaling pathway			IMP	MGI:3721903 	J:218575 	
MGI:2441788	Shfl	shiftless antiviral inhibitor of ribosomal frameshifting	9		response to interferon-gamma			ISO	Q9NUL5 	J:164563 	
MGI:2441788	Shfl	shiftless antiviral inhibitor of ribosomal frameshifting	9		response to type I interferon			ISO	Q9NUL5 	J:164563 	
MGI:2441788	Shfl	shiftless antiviral inhibitor of ribosomal frameshifting	9		response to type III interferon			ISO	Q9NUL5 	J:164563 	
MGI:1920997	Shld1	shieldin complex subunit 1	2		positive regulation of isotype switching			ISO	Q8IYI0 	J:164563 	
MGI:1922948	Shld2	shieldin complex subunit 2	14		positive regulation of isotype switching			ISO	Q86V20 	J:164563 	
MGI:1277989	Shmt2	serine hydroxymethyltransferase 2 (mitochondrial)	10		response to type I interferon			IBA	PTN000188076 	J:265628 	
MGI:1277989	Shmt2	serine hydroxymethyltransferase 2 (mitochondrial)	10		response to type I interferon			ISO	P34897 	J:164563 	
MGI:2443630	Siglecg	sialic acid binding Ig-like lectin G	7		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:2443630	Siglecg	sialic acid binding Ig-like lectin G	7		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2443630	Siglecg	sialic acid binding Ig-like lectin G	7		regulation of immune response	happens at the same time as aging		IGI	P35329 	J:160078 	
MGI:107157	Sin3a	transcriptional regulator, SIN3A (yeast)	9		activation of innate immune response			ISO	Q96ST3 	J:164563 	
MGI:108563	Sirpa	signal-regulatory protein alpha	2		cellular response to interferon-gamma			ISO	RGD:3449 	J:155856 	
MGI:2135607	Sirt1	sirtuin 1	10		macrophage cytokine production			IMP		J:183812 	
MGI:2135607	Sirt1	sirtuin 1	10		positive regulation of adaptive immune response			ISO	Q96EB6 	J:164563 	
MGI:1889342	Sit1	suppression inducing transmembrane adaptor 1	4		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1925723	Skap1	src family associated phosphoprotein 1	11		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1925723	Skap1	src family associated phosphoprotein 1	11		positive regulation of adaptive immune response			ISO	Q86WV1 	J:164563 	
MGI:1925723	Skap1	src family associated phosphoprotein 1	11		T cell receptor signaling pathway			ISO	Q86WV1 	J:164563 	
MGI:3649627	Skint1	selection and upkeep of intraepithelial T cells 1	4		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:3649627	Skint1	selection and upkeep of intraepithelial T cells 1	4		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:3649629	Skint2	selection and upkeep of intraepithelial T cells 2	4		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:3649629	Skint2	selection and upkeep of intraepithelial T cells 2	4		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:3045331	Skint3	selection and upkeep of intraepithelial T cells 3	4		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:3045331	Skint3	selection and upkeep of intraepithelial T cells 3	4		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:2444425	Skint4	selection and upkeep of intraepithelial T cells 4	4		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:2444425	Skint4	selection and upkeep of intraepithelial T cells 4	4		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:3650151	Skint5	selection and upkeep of intraepithelial T cells 5	4		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:3650151	Skint5	selection and upkeep of intraepithelial T cells 5	4		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:3649262	Skint6	selection and upkeep of intraepithelial T cells 6	4		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:3649262	Skint6	selection and upkeep of intraepithelial T cells 6	4		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:3041190	Skint7	selection and upkeep of intraepithelial T cells 7	4		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:3041190	Skint7	selection and upkeep of intraepithelial T cells 7	4		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:3651523	Skint8	selection and upkeep of intraepithelial T cells 8	4		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:3651523	Skint8	selection and upkeep of intraepithelial T cells 8	4		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:3045341	Skint9	selection and upkeep of intraepithelial T cells 9	4		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:3045341	Skint9	selection and upkeep of intraepithelial T cells 9	4		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:2685416	Skint10	selection and upkeep of intraepithelial T cells 10	4		regulation of immune response			IBA	PTN000645940 	J:265628 	
